Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833, Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2018;Abril;AP;261802,32;0;0;0;0;0;210679,45;6657767,61;1797,43;10049733,36;4661124,21;98685,91;4360,23;360107,77;278911,93;19307,05;;;;23886,56;7049353,35;;6004,35;3938989,95;;1796,16;4708520,71;;0;;18988294,25;;;;;;3107184,05;;35344924,05;;;288104,0958
2018;Abril;BA;72849860,45;-136,19;498052,82;14308301,3;6018,29;53464780,38;79582225,85;210275801,5;1487770,3;302032489,6;191731643,6;10833793,7;15138504,46;14203337,78;4370929,64;408555,3;;;;1691029,98;487905592,1;;274275,55;147865332,4;;1010001,81;224624298,4;;10530969,23;;55980437,38;;;;;;37357540,34;;951993182,2;;;12039895,12
2018;Abril;CE;43267229,39;-70,11;0;9988956,29;5069,07;14895065,44;10213558,97;171139670;16430807,59;222230682,2;135333929,1;22483146,4;13867894,6;9452974,38;4532955,19;78509,82;;;;5840595,02;309022390,8;;2750144,25;86222984,31;;10529780,71;133878647;;5334430,8;;43484852,41;;;;;;29645638,88;;671369664,5;;;6281194,396
2018;Abril;DF;2643899,31;163,96;0;1575965,34;20796,45;1081040,63;3039567,66;278654488;192561651,4;436920479,9;2691266308;315411780,3;211328953,3;156585408,7;472109720,4;43786,01;;;;417229138,7;439214236,1;;69606668,51;283468970;;193406049,4;193645751,8;;0;;1383437126;;;;;;421249920,2;;1556024271;;;65237103,73
2018;Abril;ES;141869892,6;-44,8;0;961850,43;6977555,17;98983735,42;44129927,18;145319984,5;10523114,42;189811697,1;73950046,61;11613315,38;10077984,24;9943812,42;13349411,16;50883,51;;;;7187392,36;354978225,4;;1213469,37;89289672,67;;8526372,45;99479989,2;;948786,25;;28172786,54;;;;;;24007048,7;;459983593;;;2908479,801
2018;Abril;GO;21080187,46;399,62;9030,22;7583721,05;5441820,94;4706881,2;18427729,29;216576443,3;648148,19;200849690,3;107966407,4;8997077,36;5196169,45;6988498,77;8921572,3;893892,85;;;;276424,66;230311977,1;;44346,65;70985444,25;;519586,23;108793802,2;;0;;37291091,29;;;;;;42127841,1;;527903221;;;6007061,853
2018;Abril;MA;35294903,17;-11,58;0;3708336,34;0;264224,43;1063344,38;54091006,17;20817,53;69700477,36;39435971,21;3065936,52;208638,49;2937577,86;368642,9;129241,94;;;;25699,19;275716099,4;;4136,37;76827002,05;;31618,97;44918588,96;;22664031,12;;23914987,19;;;;;;8771220,28;;255830775,8;;;1795343,07
2018;Abril;MG;73206730,71;-1317,38;342632293,4;27221278,67;12770,94;33016484,22;130461127,3;801865283,1;18551141,94;761213240,6;429014918,2;77211198,51;36305162,06;32238859,84;95200875;1023497,27;;;;30173453,94;856503275,1;;5080240,91;274107556,4;;13522488,64;407336887,6;;347,63;;147040966;;;;;;73826734,04;;2374258752;;;27992091,88
2018;Abril;MS;209814,81;-55,1;0;646697,98;0;147559,38;6809703,82;138023347,4;145792,99;92190453;43196485,98;5638170,87;1251401,38;2397270,68;4240445,46;935094,53;;;;15133,66;80638418,41;;2834,86;30760720,03;;135876,51;47101838,39;;223963,5;;21135262,6;;;;;;9251105,8;;281400193,7;;;2739856,071
2018;Abril;MT;2278286,45;10322,17;0;7677897,46;0;596398,49;4804588,11;123668975,7;689684,51;125007323,6;72841080,24;5465526,39;6296715,82;3426694,42;9031699,89;2256055,96;;;;222187,34;119576802,3;;37555,31;46493853,87;;549136,39;78170894,57;;206994,94;;24078930,73;;;;;;13470028,93;;371898302,7;;;4584374,184
2018;Abril;PA;5920591,37;79060,41;0;1901284,7;0;3065813,27;4682569,93;122603703,5;20583392,27;85651077,87;72402043,59;5386331,27;2503807,6;3163779,69;10798381,8;327214,04;;;;11125342,57;108403738;;1812897,06;42909629,08;;15550812,54;49981644,73;;1319296,15;;39467723,45;;;;;;16716561,34;;490860421,3;;;3565983,169
2018;Abril;PB;3639478,69;-983,39;0;1690242,35;0;152454,01;4982133,4;87776166,64;4132,85;54874819,11;50714768,17;2233703,15;582583,57;1487683,12;1707951,64;56652,93;;;;32909,85;63234267,08;;8192,94;21619516,26;;28242,46;36021193,21;;0;;44881453,51;;;;;;16009202,44;;245639192,7;;;1898274,301
2018;Abril;PE;96205776,42;-338,89;0;15163716,13;16114856,64;38762276,14;41252876,17;179859384,4;5676958,78;221845811,8;123498960,1;13269658,03;4055965,14;10093606,24;11119507,99;106018,77;;;;8224896,56;472015021,1;;1344438,13;127263794,6;;4339022,95;123198588,7;;10995886,34;;65483545,74;;;;;;20499020,51;;747391690;;;7179811,275
2018;Abril;PI;24390,49;-2,99;0;1574975,5;6385,47;10447,6;2093413,31;55697280,42;6911,3;47549831,51;24469978,52;1049677,57;104904,36;1723499,34;697324,92;513908,41;;;;34232,36;44002640,51;;5631,43;12535991,61;;12552,81;30183060,14;;0;;19075100,34;;;;;;9278881,72;;176144297,7;;;936815,331
2018;Abril;PR;253800745,1;628535,62;0;7920578,78;51124103,3;120528444,7;141476988,8;624099208,3;22198147,4;825848577,5;327724323;51452212,93;50811796,01;23265581,63;58287476,4;727616,43;;;;11120396,73;1038325712;;1809548,88;275254601,1;;15047762,09;397899633;;16233234,31;;69703707,46;;;;;;75993230,61;;1862803781;;;14158839,99
2018;Abril;RJ;239614096,5;37019,74;110703,81;26321946,12;59241693,12;99660079,2;146877155,9;1207655630;122797743,8;1991609661;1152287675;656916212,7;518956399,2;105682386;107054603;221760,03;;;;119938407,8;4359235011;;19325565,31;1058866312;;98479957,29;972183423;;347240908,1;;262410005,4;;;;;;631304865;;3442029828;;;8127763262
2018;Abril;RN;963286,52;-5,96;6962,15;459186,72;6636,2;473063,08;3014435,96;79020700,28;140986,28;69983600,13;40615965,81;2602105,97;505959,89;1697573,3;1166964,02;46344,67;;;;180112,97;66249709,65;;29293,53;29354268,32;;64046,78;43096842,07;;0;;35248618,73;;;;;;9472395,2;;234890633,6;;;2809273,866
2018;Abril;RO;6906,92;-25,34;0;202234,2;0;20278,7;3859837,85;33517039,92;558715,98;29139910,42;18018243,11;1599045,75;103708,92;866446,85;5800806,46;65076,62;;;;87071,88;33269979,86;;13246,3;14488480,41;;475209,01;18810653,93;;0;;20666336,06;;;;;;4869248,54;;122207183,9;;;1185864,509
2018;Abril;RR;26942,64;-0,63;0;0;17854,5;37241,48;45715,53;8904149,76;5096,92;13360371,34;6906664,32;157007,07;9185,14;307886,64;242040,19;43280,66;;;;3573,82;8348225;;580,75;4849983,8;;5776,55;7093813,79;;0;;13265622,06;;;;;;1961850,29;;57293621,8;;;211712,8324
2018;Abril;RS;113816528,7;120359,37;87886440,52;10544049;50640307,08;125908508,6;183216707,2;724757452,2;25119349,58;747133206,2;399312676,1;107167799,8;22158527,39;47002038,58;98774806,41;670675,01;;;;43763546,26;942552039,1;;7448091,43;268174220,9;;35917885,22;394493089,7;;8788565,28;;106537129,2;;;;;;68803099,97;;2069859023;;;15996290,56
2018;Abril;SC;542280742,3;22404,41;992,25;7051167,43;11284102,27;181480974,8;167501955,9;348101600,1;1644133,12;560573997,2;198325724,1;39289443,45;12813205,27;18070155,33;26853570,26;173070,12;;;;1342239,81;1006394791;;214667,86;251063754,7;;1210956,06;296288823,3;;69,4;;55050297,05;;;;;;45215753,75;;1355393878;;;7799111,283
2018;Abril;SE;1161793,27;-1,46;752669,04;722397,3;0;1329525,69;5675440,06;64477716,29;2736893,35;33756439,87;23741342,35;2272589,43;1810280,25;1560703,9;3247246,09;87134,68;;;;1829401,94;41162840,63;;308656,99;16708301,8;;2319126,59;23263245,6;;0;;16310978,69;;;;;;6772166,3;;181202675,3;;;18315466,78
2018;Abril;SP;1456042788;815093,69;215983,3;63636693,69;259636838,1;567620758,1;1082065774;3168603820;637691713;5349039413;4354318303;2035034969;1071570664;489945709,4;2194381427;1361762,22;;;;763037581,1;7202207936;;130695037,7;1816526336;;407769851,9;2671213824;;22065064,01;;129189881,8;;;;;;932009732,9;;13859706528;;;82856889,39
2018;Abril;TO;82,56;9,64;0;171045,25;0;59,23;1550635,16;18890249,71;7377,17;25784323,08;10537914,72;442009,68;1168311,64;1396141,31;188104,25;143479,16;;;;30103,75;27648230,89;;5837,24;12067576,35;;7352,41;16464378,34;;0;;9363784,83;;;;;;6406764,27;;109902378;;;960533,3039
2018;Maio;AC;103100,18;0;0;214294,18;0;0;23665,21;6556581,53;0;5055249,94;7484251,02;346939,56;1620,12;598586,8;511647,34;15481,17;;;;7509,83;10816212,3;;1169,78;3621963,34;;0;3395750,89;;0;;6350682,14;;;;;;2409263,38;;63694188,62;;;527777,3346
2018;Maio;AL;2700560,2;1491,11;3225,5;611662,46;0;2888,06;6657420,07;22959567,61;185,05;16169105,83;28892224,28;1900185;228223,27;1538318,22;819051,13;71873,13;;;;58212,77;53681641,91;;9741,82;16906726,41;;209,73;10441165,66;;4324004,34;;21469790,19;;;;;;9416067,73;;158982126,2;;;1868921,635
2018;Maio;AM;54472707,72;-1,5;0;2749140,87;0;5783962,99;2766703,07;23777036,16;212609,87;88430147,95;71015144,06;7684441,01;10981304,91;5804896,57;6394194,15;29132,3;;;;168001,48;312631216,6;;27233,06;81697155,09;;133290,83;65959575,09;;2757847,05;;21970460,1;;;;;;28944905,32;;246211057,9;;;1707815,392
2018;Maio;AP;1757,62;0;0;0;253,04;809859,17;69516,94;4293646,43;1785,13;5179347,66;4800313,78;84866,36;3427,7;287981,32;110829,27;4804,28;;;;23065,52;5608863,6;;3746,01;2936199,71;;1723,9;2601711,09;;0;;21301918,19;;;;;;2062805,47;;38207282,65;;;373914,1423
2018;Maio;BA;61227052,17;15,97;2626,49;11817713,82;0;50390816,91;81014324,44;95601148,93;1303075,84;121932406,3;162044507;8781273,36;16823393,93;13352342,93;6953577,88;575018,13;;;;1616113,45;434381637,5;;257710,35;132424037,3;;883688,14;88944184,3;;10873925,54;;56240413,18;;;;;;48344411,14;;973746438,1;;;8355121,327
2018;Maio;CE;57474517,77;-61,8;0;11481272,89;4560,11;15716617,54;17577182,29;54079170,63;18134738,2;243687314,9;127173581,8;32769782,26;14585225,95;11771250,99;3615451,2;94858,49;;;;18465841,75;282281479,4;;3008379,78;81747476,93;;11396283,56;118047906,4;;4954720,73;;43462507,05;;;;;;32487638,9;;677658234,1;;;7299462,314
2018;Maio;DF;2654772,23;665,65;0;175507,22;6255,33;488330,64;3054128,18;81758847,62;224652245,4;280715365,5;2673488603;354008133,6;97536044,57;175742114;429831501,3;47281,49;;;;426462140,6;437525110,3;;71377899,09;289058305,7;;233784907,5;132165023,1;;0;;1300841664;;;;;;519386549,2;;1521078743;;;156595259,3
2018;Maio;ES;147557274,8;-155,16;0;660204,63;9727943,39;120511523,8;46217036,35;53292186,67;6278048,75;89180960,66;77580037,03;10656307,32;10994610,81;7870102,29;13287540,4;49205,06;;;;6569912,37;301682820,1;;1050078,9;79678822,53;;5049478,67;47377031,43;;29514,54;;28274391,2;;;;;;31605112,04;;457919185,3;;;4140241,219
2018;Maio;GO;41643858,21;-287,24;30000;2858648,86;6071639,5;14327997,47;22790671,07;113260658,4;256708,38;108604237,8;104905896,8;7469767,51;4627182,04;6818463,43;9053508;974922,75;;;;392713,76;228240647,6;;64318,49;78564791,51;;213588,64;57936910,01;;0;;39440350,44;;;;;;36361724,06;;516844114,5;;;6294619,409
2018;Maio;MA;27410670,78;9,25;0;1266143,35;17302,88;238329,25;804531,98;34268725,59;182,43;30925233,89;33366373,49;990932,71;199597,47;2305896,85;360530,43;157270,49;;;;22385,05;108052778,7;;3621,63;32813959,28;;161,52;25574381,4;;3429380,59;;24036700,62;;;;;;8791299,01;;241827262,2;;;1896566,74
2018;Maio;MG;67477217,71;-1739,17;312538510,3;10203838,09;26245,26;32322860,53;130918606,8;292027781,6;13432711,82;320573770,5;438592958,6;51889376,09;46183660,55;32280729,4;81390368,34;1530914,6;;;;30308960,13;840222325,9;;4924573,72;233295893,2;;9398963,58;190043915;;0;;146770128,8;;;;;;61203089,08;;2419906932;;;23346821,7
2018;Maio;MS;318243,68;-44,3;0;727680,07;0;551891,72;6515866,56;47133655;183854,56;51356525,67;41124382,84;4017715,57;873266,21;2419192,18;5732078,42;1842139,83;;;;17047,03;80780180,85;;2971,74;33797972,6;;151566,6;26711721,57;;139214,1;;21287892,45;;;;;;11831261,13;;301658727,1;;;3247328,487
2018;Maio;MT;1389095,63;-6,83;0;3747093,95;0;614686,37;4393534,21;43607245,65;451489,13;52788649,82;65336005,6;4962553,79;3189926,38;3256782,89;12879322,67;3449675,95;;;;189278,57;117956935,3;;30708,68;49026485,92;;399461,11;32245859,48;;65288,78;;23451681,88;;;;;;13058650,29;;387365260,4;;;5565851,791
2018;Maio;PA;15472224,06;9137,59;0;2052487,78;2702;2477679,51;6566920,64;40031272,88;17741593,92;39180168,08;65910166,62;4055139,56;1990771,45;3381448,68;24774420,49;513020,82;;;;9351348,79;97296496,74;;1521943,42;41548564,16;;13190918,07;26634280,53;;2791438,53;;39667869,5;;;;;;17987037,15;;488419135,2;;;2941769,873
2018;Maio;PB;2757971,01;-412,02;0;1575723,55;0;2039993,96;3666374,5;33528843,2;2463,25;27158654,26;50217644,05;1868458,15;383852,3;1512682,69;1582930,31;49893,13;;;;30755,54;68239228,67;;5279,98;22864097,13;;2666,63;19014444,92;;400065,31;;44757595,53;;;;;;10191048,09;;248896428,7;;;2103001,512
2018;Maio;PE;97602471,6;-309,22;0;16280203,73;11439838,16;35775277,37;37912958,05;72702177,77;7008786,5;124102525;125252520,8;10528036,82;5125155,86;7871155,26;10717600,74;187515,8;;;;7915968,06;433893472,1;;1288977,77;122231755,5;;4302238,82;71475197,85;;6691674,87;;141595176,1;;;;;;24735718,88;;729303341,3;;;9057482,222
2018;Maio;PI;28436,31;-2,67;0;274067,81;0;5275,62;2157531,43;23812762,66;0;26206074,05;25366676,13;1878048,64;4724360,25;1546571,88;699532,9;392016,52;;;;23266,13;47270112,93;;3929,7;17684627,75;;0;14980220,35;;0;;19298413,27;;;;;;8683378,7;;180249728,3;;;1408820,728
2018;Maio;PR;265986757;208388,57;0;2818356,18;62846164,43;119794940,8;131017656,4;196835246,7;19954340,02;325643129,2;297422395,3;46475027,8;28380709,17;22790582,64;55714627,12;-17756225,7;;;;10208829,19;940700076;;1661711,18;257415382,2;;13449299,99;169079395,9;;8129726,89;;65076893,19;;;;;;104411579,1;;1957188822;;;19159533,74
2018;Maio;RJ;269516687,1;-278,44;230707,24;10913405,9;51401107,03;125683670,3;118882373,8;430636291,2;112995890,5;1324366012;1157332334;556578594;545303043,5;94618019,11;116189197,5;393637,33;;;;143882526,5;4762347441;;23169066,48;1107160355;;71531726,57;606815153,1;;375698201,1;;248848060,5;;;;;;753657082,6;;3410349396;;;1906573182
2018;Maio;RN;614029,54;-1,1;7538,47;335158,3;6926,96;259645,89;3561687,98;32620945,54;22830,25;26279343,4;44739377,18;2209355,76;527615,7;2188476,49;929919,15;46330,3;;;;119337,35;61415247,21;;19428,15;25232214,39;;19649,6;17389181,59;;0;;35323730,92;;;;;;8594841,51;;233471004;;;2103485,576
2018;Maio;RO;7225,63;-36,87;0;99606,18;0;0;3168609,32;14121446,94;22762,3;14105413,9;17805021,45;1666378,33;114075,8;632594,05;5699996,98;64116,12;;;;89009,03;29734202,06;;13520,46;13146886,69;;21657,39;8607628,95;;0;;21041025,17;;;;;;5154498,7;;118130634,1;;;767699,8641
2018;Maio;RR;27875,61;0;0;0;0;12968,03;24823,22;4896564,25;0;5544891;6910792,18;130018,36;1641,13;246572,14;268074,02;46847,02;;;;3413,38;9086550,44;;554,68;4894404,73;;0;3378941,16;;0;;13223255,64;;;;;;1993357,24;;53710313,6;;;294660,9328
2018;Maio;RS;110334899,2;42310,77;99047614,47;6476111,02;19482174,95;112162825,7;153264710,6;241625111,9;26121213,84;323197956,7;398694080,1;78100358,89;20212345,57;44025167,43;94122948,87;969332,86;;;;44418863,52;893431694,9;;8558778,15;258884351,5;;20455530,18;163604403,2;;5372799,36;;117420954,8;;;;;;73370406,33;;2108924586;;;17351790,03
2018;Maio;SC;436575390,7;37754,86;1019,85;3501342,58;12561775,7;170538994,2;131631330,6;115909422,1;1449236,75;231701244,9;203867791,4;35472303,67;12510838,53;17444249,73;23683170,97;327741,24;;;;1220301,05;912983711,7;;202493,27;228806981,1;;988878,18;129219054,1;;86,74;;50337022,33;;;;;;57665172,8;;1378512114;;;9674963,689
2018;Maio;SE;288902,04;10415,12;963844,99;482954,65;0;112895,61;4602230,03;25043553,2;1476461,03;16336977,46;24287534,21;1696274,31;1753565,34;1973696,64;3295032,69;77956,88;;;;1591056,45;38685779,09;;272187,69;16050254,84;;1244041,53;9905733,3;;0;;16415294,95;;;;;;5438816,17;;190876104,2;;;2268314,169
2018;Maio;SP;1551192303;812816,84;200680,98;45382802,4;215313813,7;568029474,1;999343576,5;1208409904;493257599,7;2624589009;3189247003;1761727492;1121577984;505886817,7;1887446471;2418104,69;;;;733443914,9;6692479719;;120094773,4;1670689486;;287259071;1391506407;;20581115,67;;129460964;;;;;;623302861,4;;13701019647;;;84282707,4
2018;Maio;TO;16,22;-3,08;0;79266,43;0;0;2049068,84;9582232,71;9160,4;12112832,81;11506350,07;360306,17;416728,05;612445,11;171437,94;155670,98;;;;27103,4;23499348,1;;5130,05;10612400,2;;8455,37;6981223,51;;0;;9538717,32;;;;;;3060412,49;;113796577;;;1959144,111
2018;Junho;AC;375,04;0;0;180384,56;0;329420,73;26988,42;6283453,66;0;4326606,64;7686626,31;237303,29;5440,81;1011354,56;515435,7;13702,97;;;;7861,6;10708560,05;;1275,7;3590692,26;;0;2898459,8;;0;;6367933,86;;;;;;1663185,66;;61851548;;;701187,9942
2018;Junho;AL;51696,86;-6,86;1800,85;987636,2;11891,97;0;2596764,34;19874766,23;0;17903391,25;27924601,42;1357056,54;145188,55;1614645,57;1609201,29;96222,59;;;;53878,49;54107139,5;;8918,57;15401789,57;;0;10792015,84;;4909,24;;21466822,79;;;;;;6030142,21;;153435725,1;;;4319138,182
2018;Junho;AM;58918211,05;-0,6;0;2849495,18;24114,6;7747027,75;1206823,06;20732579,49;627,08;105722841,5;69878233,77;2573640,09;21791936,85;4590120,98;4997204,57;35962,71;;;;168980,67;325609903,3;;27351,05;84287762,18;;716,25;98274709,8;;3655481,2;;22161089,28;;;;;;27805134,07;;243379810,9;;;3494120,596
2018;Junho;AP;1699,47;0;0;1124,06;253,04;0;53044,7;4448977,93;1991,13;4573953,05;4708642,74;86484,6;47460,33;853494,54;66706,46;18900,04;;;;22943,77;5590833,68;;3726,33;3471062,45;;1980,55;2464153,96;;0;;20624403,18;;;;;;2370344,35;;35718364,13;;;382344,4023
2018;Junho;BA;73663523,04;1379,9;6561,57;13924503,8;11510,37;41011950,32;69495841,6;81957532,02;868373,87;103432625,6;144406071,1;19186161,84;14280565,65;13274835,43;6241291,24;623300,01;;;;1790046,63;445369250,1;;289737,25;137975684,2;;564825,1;114164783,2;;0;;56433215,18;;;;;;42289891,71;;928306421,5;;;22940664,89
2018;Junho;CE;56050076,66;-541,68;0;10896054,34;0;19083187,49;14278715,07;67002006,63;19020001,12;124484340,5;127469092,1;28241465,95;7759209,34;10555732,18;3767706,38;99266,73;;;;18902267,55;277709316,8;;3121736,29;80211441,13;;11984680,04;77154462,09;;1150465;;43786208,03;;;;;;49083475,71;;690525878,6;;;12403369,49
2018;Junho;DF;3022393,11;-62,53;0;1565784,95;10289,46;394479,7;3209729,25;70922274,44;169022573,2;294481889,9;2694510824;672604724,6;207129770,2;173733818,3;505843952,4;124818,3;;;;400609786,7;445103262;;66949155,39;352656397,1;;179981167,6;131210724,2;;0;;1292931907;;;;;;481229416,3;;1552966474;;;40110743,88
2018;Junho;ES;146480175,5;-45,35;0;564841,47;4874811,28;106155255,3;42644754,26;37190428,11;6772040,9;87832294,14;75903819,66;13646693,03;20829677,79;6708131,91;14499235,21;219638,68;;;;6566842,96;378155424,6;;1092647,25;96053905,89;;5721495,72;46947388,97;;30481,6;;28469892,92;;;;;;25030313,97;;469523220,8;;;14785505,04
2018;Junho;GO;20659853,6;-302,13;66670,71;6229568,28;7557377,81;5756479,5;22810692,53;71126998,83;211541,38;94527427,27;101216900,8;7109673,94;5060535,69;7036542,71;9884176,03;1367349,82;;;;308881,87;231670731,3;;49526,5;79617091,74;;189093,33;53358348,15;;0;;36394820;;;;;;40387843,31;;515449832,6;;;4686085,819
2018;Junho;MA;25718796,21;24354,14;0;3664480,56;0;709210,78;807481,95;29402233,97;199,86;25760563,92;32905972,04;1088739,68;696588,83;2264208,35;475195,09;199147,62;;;;25040,45;141939173,1;;4059,05;44074034,27;;193,27;26216336,03;;0;;24098698,46;;;;;;10213148,25;;246195025,4;;;4283764,041
2018;Junho;MG;84515111,81;703,33;257795730,8;19554120,39;16678,19;48552925,79;114521675,4;247175748,7;14237615,07;361745630,3;426523572,6;63123168,3;58857292,41;36263111,45;82362496,11;2989340,31;;;;29929358,64;887461490,8;;4868157,03;236268941,6;;9681414,21;205571220,5;;1457,01;;148212844,4;;;;;;62976575,13;;2514367861;;;40207027,12
2018;Junho;MS;249312,99;-48,77;0;748063,56;0;252409,48;6356719,44;39111913,8;141432;46458357,12;43372726,45;3458074,41;1709026,87;3080337,61;5438286,5;2569556,86;;;;16207,07;84446395,82;;2636,98;32412156,95;;117033,05;24633992,45;;88379,8;;21356225,58;;;;;;9980137,2;;303208201,5;;;4461106,027
2018;Junho;MT;2721661,88;436,06;0;6025928,85;8886,86;1912832,53;3445890,35;38319396,11;387443,16;49405994,1;60302082,04;7431600,28;4758090,69;3921675,98;14541173;4645496,49;;;;131501,25;131173297,9;;23225,08;39933191,44;;347719,22;32662228,12;;350833,31;;22646798,31;;;;;;14876357,14;;373418383,4;;;7001471,171
2018;Junho;PA;8980115,86;141817,95;0;2060315,22;6385,47;2813956,01;4654912,05;34690550,47;20749541,7;45736019,71;64866754,14;6890292,61;1841279,89;3982001,13;18089788,74;782663,47;;;;11782529,17;117426548,1;;1927245,04;43853951,34;;15621833,58;29924215,85;;696608,86;;40094828,59;;;;;;16817895,03;;476673157,2;;;5580748,215
2018;Junho;PB;6951229,93;-211,33;0;1347608,15;0;805695,26;3283151,07;28166178,33;2899,99;28390074,84;52112845,31;1492053,25;1058575,24;1715678,21;1925702,22;132899,14;;;;32347,21;68971076,22;;7951,27;23446785,07;;2928,67;16133372,32;;0;;44855549,23;;;;;;13715336,85;;240643921;;;5942876,414
2018;Junho;PE;107221835,1;-376,08;0;18796157,04;3889495,17;45849813,61;34365216,57;62688367,5;6994292,4;112890153,5;125914858,6;10497249,21;10525276,18;8140181,26;11066576,14;170678,28;;;;7781690,62;469509894;;1267225,55;125083634;;4283679,12;70107004,84;;5038581,18;;70638574,1;;;;;;23615439,25;;719929674;;;28070729,82
2018;Junho;PI;30492,36;-2,98;0;1043250,77;0;12339,97;1283255,78;25845835,42;0;22035458,68;23400004,4;880843,93;965011,16;1690868,55;712575,89;400401,88;;;;27398,43;52592334,73;;4650,15;18817775,63;;0;14689739,22;;0;;19236187,16;;;;;;9276948,14;;172102399;;;1975456,128
2018;Junho;PR;267286886,2;94003,8;0;6040543,98;39587111,06;129225852,8;119496151,8;162802666,7;22181519,1;329986476,9;324027772,4;49601905,64;47381015,56;23870286;58298406,79;1716931,57;;;;11111066;972604087,1;;1808491,12;262237511,2;;14981999,21;171305969,4;;4700622,41;;65893527,93;;;;;;72851052,88;;1847655434;;;41947658,86
2018;Junho;RJ;277967613,5;-882,43;330458,08;22228753,83;27326200,69;118177668,5;90679429,03;451397424,7;165130942,2;1213971283;1104965031;1907110895;653042102;127929392,9;151555831,9;308307,49;;;;125573101,7;4277475873;;33833157,67;1013089918;;119892292,5;602710703,6;;341415076,3;;222655907,7;;;;;;666878105;;3396164936;;;2274423769
2018;Junho;RN;2437366,35;-10,15;5446,5;659464,98;0;272328,54;3239740,82;26468674,03;103443,15;23710965,11;40276067,48;1463347,77;2009155,89;1583102,39;1311562,04;67224,89;;;;155605,8;66309785,22;;25019,28;27065560,25;;49023,44;15936260,53;;0;;35431153,3;;;;;;11651672;;221057547,7;;;3655180,833
2018;Junho;RO;457564,73;259,14;0;175003,29;8538,37;0;2859572,84;12730560,78;32449;13175484,09;17979908,71;1517882,3;96631,21;763900,35;6614145,63;167938,04;;;;100464,82;31527042,56;;15902,05;13988899,01;;26409,95;8558282,17;;0;;21441672,16;;;;;;5327860,17;;110471807;;;1603123,166
2018;Junho;RR;17748,18;-0,68;0;0;6429,32;13151,32;23313,46;4402883,42;0;5881760,25;6005451,83;147465,59;56296,33;107620,74;248388,09;37605,72;;;;3604,77;8390782,59;;585,77;4561922,89;;0;3707170,12;;0;;13321518,08;;;;;;1761772,17;;43944780,58;;;363702,2311
2018;Junho;RS;115011037,3;91551,51;76244974,11;8609046,9;20233719,72;184578590,9;129061490,3;222054641,6;38222519,91;324759638,4;374064770,3;105896663;35928011,92;47997396,61;101141923,4;1703829,87;;;;44228850,36;1008035910;;7487472,65;278781329,7;;25018077,2;177179276,4;;3828207,49;;108819870,9;;;;;;60978486,85;;2074227222;;;22447866,72
2018;Junho;SC;532416690,1;178800,43;1445,1;7413007,43;13231097,23;218020672,2;124257043,5;96976960,51;1441915,53;215608962,6;189264337,7;38749880,65;14804994,81;16636572,86;26905007,8;281711,32;;;;1025914,52;968131064,5;;170367,44;248265985,9;;977714,54;120005425,3;;86,01;;50796186,88;;;;;;91351075,22;;1390830570;;;28907676,6
2018;Junho;SE;1420811,85;88696,96;589493,47;1200265,58;0;10710000,2;4635646,19;22040736,69;2675953,11;14337343,84;24955891,76;1891285,15;1910449,56;2138362,09;3912047,67;60511,23;;;;1713163,41;40759827,69;;290654,71;15853917,21;;2012606,32;9267624,4;;0;;16454055,27;;;;;;10570379,94;;171209361,7;;;6294254,31
2018;Junho;SP;1795442754;810125,79;208867,6;50460611,88;221797772;687591607,2;902605872,8;1132141058;438562926,1;2389921601;2913317504;4823822924;1075494439;476820629,3;2195637453;2197476,25;;;;711045702,8;6952292350;;116201596,7;1745710569;;291221140,1;1297306146;;7500511,84;;131228437,3;;;;;;600579738,2;;13480484988;;;140730885,8
