Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833, Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2007;Agosto;PA;4309409;537;10105026;4159496;5424;490974;2694394;9381323;4770357;15230798;19302538;1629243;1697947;2039001;1939697;246158;;6199539;;3629012;48001884;;590967;15896289;;1468739;10518157;;0;;;109043;;;;;4763989;4072109;;;;
2007;Agosto;PB;1153992;698;2171499;1156789;0;301926;4537226;6339099;5123;6787762;13409934;285911;40693;653345;53696;74826;;288360;;10257;23213225;;1766;6268296;;3078;5636591;;0;;;15507;;;;;-8730;2377837;;;;
2007;Agosto;PR;73253482;666423;95792;5944765;70317429;61939407;65888612;50509794;44783158;124102315;99561655;56003874;9673436;14728685;31262134;1240782;;137486606;;39594912;393024138;;6435708;101506826;;18716072;69437445;;56494;;;303613;;;;;12078084;47415071;;;;
2007;Agosto;PE;21160137;42664;6956361;12138597;3483;16677945;31028474;17576387;5215972;40483006;35481843;8735040;1188577;5065829;3512452;138005;;839548;;2833752;161081391;;468070;42652550;;1794264;28771870;;3347;;;361795;;;;;5168491;8102581;;;;
2007;Agosto;PI;19378;334;1139113;1749374;0;38;906708;3945186;33596;6500692;5474976;583718;6019;502296;112573;116997;;710441;;204195;15039993;;33213;5735920;;13388;4331447;;0;;;9448;;;;;469247;1281979;;;;
2007;Agosto;RJ;98989165;3414;35698082;20107265;33677400;50103494;101517950;210428438;64555512;1009310098;514298307;167295411;239951134;63372615;46525035;698411;;46416843;;48783968;1756778616;;7275662;399543309;;21757359;466669088;;532134513;;;3774510;;;;;80096102;727127718;;;;
2007;Agosto;RN;911059;1162;2480139;1186848;155;153373;1674614;8824088;61273;11940769;11340125;620955;201383;1914805;114822;82242;;198538;;75183;28168606;;12050;7949398;;14672;12248091;;106;;;5975;;;;;216030;2593762;;;;
2007;Agosto;RS;41818511;49673;33871039;8822293;43784640;57465165;118263439;73311862;11870742;161899718;127633173;25111643;9593266;13920273;11561165;1109915;;47616175;;12353091;475386539;;2008520;124146899;;3326915;88485428;;56899557;;;7634329;;;;;5023530;10639061;;;;
2007;Agosto;RO;10194;154;1159318;5426;3044;0;834542;3445188;785;5296233;6447817;507816;16221;-820010;12237;88923;;1168834;;1935;11966311;;294;5574432;;7779;3594835;;0;;;4357;;;;;222629;1120505;;;;
2007;Agosto;RR;67252;13;520087;0;0;0;5281;1606552;16081;1471607;1917990;67313;0;54930;1362;22233;;12995;;8578;2785953;;1394;1191822;;5909;901800;;0;;;991;;;;;-1698;577919;;;;
2007;Agosto;SC;66981021;6028;18756593;6277937;6311;33503731;59538916;24696354;914479;105437487;56030784;6776353;3252819;10880740;2077485;510696;;15288227;;2542818;301745269;;420715;75563144;;316364;58382867;;0;;;376774;;;;;8025658;8966415;;;;
2007;Agosto;SP;586669516;92048;67196606;55689322;174267366;314500364;693073316;563851399;969706832;1595339039;1169114545;580921536;289753098;193273044;450432676;2368269;;1891848620;;204645420;3244680609;;46797573;832520805;;402705022;811731121;;13627700;;;11104682;;;;;467958645;93555415;;;;
2007;Agosto;SE;238880;200;1257376;4418458;0;257955;1741830;4777824;1162729;4144328;7832186;589805;42959;805812;446281;60195;;3077853;;644127;19423866;;106324;4880381;;298764;3345859;;972;;;3086;;;;;-624119;2203580;;;;
2007;Agosto;TO;4454;1683;870878;1974;0;0;214550;1777728;3588;8924345;2200490;83165;12734;284638;44930;153477;;56803;;4533;8744180;;487;2199605;;22001;4474932;;0;;;3641;;;;;24851;985051;;;;
2007;Setembro;AC;8450;29;436640;0;0;0;15049;966957;0;1748311;2326469;131506;18841;75787;50;174396;;65455;;168;4327827;;22;1603406;;2753;1054253;;0;;;831;;;;;359496;269799;;;;
2007;Setembro;AL;8885;10936;1490321;639485;0;0;3126674;5109131;1947;4815843;8930712;817730;149310;706674;32329;768540;;224255;;54839;17522411;;10531;5460835;;-565;3874509;;5663;;;1872;;;;;2358622;1517501;;;;
2007;Setembro;AP;65836;6;1047417;0;6646;265;93938;1156192;0;1537102;5121371;11553;2657;154053;53239;325376;;4;;83;2819862;;32;879718;;0;973372;;0;;;7677;;;;;938734;372380;;;;
2007;Setembro;AM;28822542;276;2182648;3170271;4629;16183663;6929604;6977685;163268;59349701;33220774;2251581;12241082;3781956;2090138;243832;;156590;;147754;213477310;;32337;48908879;;49677;49109205;;5332;;;180605;;;;;9081442;1976421;;;;
2007;Setembro;BA;27262203;53711;7796794;14411034;30;41174131;42258596;16495930;4840393;47019258;48518903;5944730;6273582;6830933;2623224;6282407;;2380561;;506113;238342537;;398233;64003824;;1990912;42582029;;19938041;;;174870;;;;;10622297;6641388;;;;
2007;Setembro;CE;12813375;3092;3793402;7946408;0;7134265;6416726;29669878;746169;32049172;29652492;2900747;1068172;3077306;1091782;1341794;;7147445;;6634936;112856709;;1087657;31283463;;1797728;24101532;;4544931;;;296972;;;;;6095045;3632658;;;;
2007;Setembro;DF;1314829;3914;5412890;3707550;0;534694;4551284;22441331;103736809;139681916;960685587;120097403;5423765;97062028;93742314;1965956;;844064413;;147662953;216844931;;23885732;117280630;;2095322;87435938;;0;;;179840;;;;;199251159;10040974;;;;
2007;Setembro;ES;111620934;995;5858027;1837901;3607713;77949143;38206448;12469352;0;33543705;29277526;15410127;596963;4000406;660172;2749480;;31207;;117448;195941636;;495;46663326;;0;20265485;;15383;;;369311;;;;;6829029;4315919;;;;
2007;Setembro;GO;22511216;9333;7460335;8932787;13359708;15232150;14286683;19917668;11621;28921324;23696005;2466698;606245;3090310;399216;11975042;;2046127;;150125;94167991;;24556;26397346;;22820;18576423;;13395;;;57396;;;;;7311518;3413598;;;;
2007;Setembro;MA;2702692;2863;2158699;4346073;0;1882493;2268573;3804920;1771;6264468;9037605;345157;104178;1380588;128271;1335357;;12292;;18776;63586193;;2794;16701442;;555;6894414;;20021416;;;28802;;;;;1830385;1409253;;;;
2007;Setembro;MT;786104;2445;2921048;3048044;0;363995;2486265;7821400;1187;16238142;12363913;1313276;689114;1407142;359704;9720812;;5435893;;108758;46216903;;15806;15218250;;5419;11110736;;76414;;;27400;;;;;2963760;1744407;;;;
2007;Setembro;MS;120425;2959;1418445;270048;0;150921;3140344;9495090;1690;9104611;9238765;969785;107862;955727;65753;10821551;;2212084;;27506;27750635;;5575;9592127;;1618;5989720;;86;;;39947;;;;;2045098;1314531;;;;
2007;Setembro;MG;32635959;20040;24288563;14399133;132551310;20210617;104032474;113013930;12643371;392972156;141529577;29757854;41426761;21926028;24011813;22994029;;34772716;;3604570;542297787;;1753916;141075547;;3480899;179823865;;76274;;;7744613;;;;;186189338;8639566;;;;
2007;Setembro;PA;3247286;65324;10223175;3694345;0;198093;3724417;6856223;5139435;12176736;19761841;3527763;685594;2811123;2521240;2050908;;27897897;;3481278;49420166;;566705;16237254;;1605644;8504848;;1347;;;162672;;;;;3587479;2937549;;;;
2007;Setembro;PB;813001;532;2373280;1480313;0;493826;4568088;5342945;3706;6520450;13120470;407247;15222;680614;32037;470414;;295184;;10326;23754363;;1848;6309272;;2239;5013393;;0;;;10176;;;;;2028763;1452179;;;;
2007;Setembro;PR;69906475;27310;108708;8647309;79196294;56609308;78173353;40987699;27277687;132173410;102851939;51391892;11825587;14746342;31421203;26635486;;146216559;;38179876;412161775;;6193163;107919934;;12794058;77494382;;58491;;;317332;;;;;15581824;48854609;;;;
2007;Setembro;PE;15648997;5397;8058938;14472746;2912;12051493;36825085;16898392;4492525;37125286;38140803;9324507;2502743;4792544;3042136;1737686;;764231;;2999027;161428355;;444996;42742061;;1283167;24673361;;3360;;;242319;;;;;7425691;10523428;;;;
2007;Setembro;PI;55269;223;1251480;1965943;0;27580;1097142;3457122;34450;5997817;5730968;200532;11158;340036;122241;831976;;521320;;198427;15951561;;32276;5698173;;13991;4147948;;0;;;11160;;;;;1415419;1591152;;;;
2007;Setembro;RJ;82223741;9842;39800205;25061350;38167197;52930585;110169728;218969237;97287804;1344864314;656735888;113826990;117296145;61296048;23456910;4875232;;30939896;;55723225;1992149978;;9575641;429706425;;30861177;622959949;;569176723;;;2747683;;;;;349464702;702143152;;;;
2007;Setembro;RN;1340841;813;2689129;1387843;155;141779;2172456;6492160;61676;9240273;10242069;524595;115825;911789;99680;494849;;177639;;79819;27839552;;13417;7573193;;24842;10054005;;108;;;6031;;;;;1757252;1680314;;;;
2007;Setembro;RS;34466885;41995;46671782;14499720;48354390;48375054;101668594;56113876;13885396;149187843;135530581;26312275;6211626;13525965;11295431;20993962;;49087435;;13927052;478486904;;2306827;124492357;;3979088;83228992;;63397265;;;5376332;;;;;16676853;6898284;;;;
2007;Setembro;RO;4144;78;1269964;4639;9916;327;768129;3036318;578;4911997;5163507;557905;5767;273764;13703;736734;;1285093;;14889;11527817;;1869;6517282;;1196;3524970;;0;;;2333;;;;;1026251;714292;;;;
2007;Setembro;RR;96250;14;530653;0;0;0;3920;1228708;296;1425187;1709420;70683;0;134204;1003;126367;;11757;;11950;3457595;;1942;1278736;;80;762457;;0;;;951;;;;;269348;514296;;;;
2007;Setembro;SC;63103497;6777;22211946;9523253;1977;35492919;69634071;22667524;2027133;120057505;58540397;11503231;2577671;7812165;2310805;5252013;;16500010;;2616356;314666655;;442047;79619149;;562533;61814294;;0;;;384466;;;;;11210554;6556923;;;;
2007;Setembro;SP;527895186;590054;83234144;68491824;230941482;298920292;725516965;341122737;354091301;1424715267;1327315470;627877810;326974107;184201448;481953632;66743254;;1954329648;;214074089;3406035384;;38194002;853249014;;168800107;741341792;;17824282;;;8409774;;;;;254669499;58697136;;;;
2007;Setembro;SE;253197;2005;1432783;4982058;0;199645;1748190;4676235;496272;4194117;6962392;771505;33838;724695;382996;716449;;3174330;;567873;18647206;;93204;5460932;;119531;3928638;;972;;;1786;;;;;1304689;2175540;;;;
2007;Setembro;TO;5160;1702;930201;1745;0;0;163567;1552654;3578;6442241;2136968;82356;54917;370114;29145;1143002;;63405;;3941;11290873;;449;2641574;;28651;3576662;;0;;;3489;;;;;1093238;503028;;;;
2007;Outubro;AC;7900;2653;409882;0;0;0;37430;1133025;157;3890010;2339790;116656;794;213447;8;57146;;76772;;453;4511042;;63;1698414;;1686;2493149;;0;;;1253;;;;;653187;246377;;;;
2007;Outubro;AL;7255;17585;1579111;698608;0;866;3800981;5702287;21750;18283539;8863762;791941;149171;725615;34279;261086;;203305;;49379;15094160;;9154;7533787;;16021;10661168;;5704;;;2946;;;;;2390741;2296663;;;;
2007;Outubro;AP;164187;4;974376;0;108785;231041;298937;1249439;-707;2906163;8699593;20157;4800;95678;1033;18299;;2;;11407;3011059;;74;1259390;;0;1750387;;2248;;;5884;;;;;815878;382695;;;;
2007;Outubro;AM;29800178;303;2295481;3244174;46176;18917533;7288837;7340642;131878;74482972;34325906;2603050;10981777;3188665;1967087;137865;;157951;;134136;199055856;;33622;47258828;;33867;67790497;;0;;;144995;;;;;15061060;1688529;;;;
2007;Outubro;BA;34790438;21950;7353115;14030711;30;45929727;128215183;28655593;14135780;99258060;49690423;14051549;17049319;5902651;2294764;1092977;;2612931;;546182;211066303;;516588;58292178;;5359766;79452933;;3620533;;;314551;;;;;14706167;16910836;;;;
2007;Outubro;CE;17235633;2291;3763502;8101765;0;5744079;19960494;12114174;6747193;59194046;29609195;2522990;1476377;3128621;1104691;342862;;6205452;;6879141;130234923;;1125993;33846047;;1831821;40377599;;15577723;;;40824;;;;;8627227;3387541;;;;
2007;Outubro;DF;1926082;517;5097160;3744529;14121;1179384;5834549;27744126;133570483;251606312;931485168;138127341;14963665;59675033;83676826;480523;;788236381;;168271648;225819919;;27264493;115754144;;3287658;158886882;;0;;;79915;;;;;198431432;11719578;;;;
2007;Outubro;ES;139067096;3646;5474701;3126561;3545717;93453796;38193511;12599995;0;80846318;26706016;13794833;880182;5296810;651250;278072;;87943;;72722;214299195;;11857;48951358;;-1352;69010025;;9449;;;505649;;;;;8263440;4146143;;;;
2007;Outubro;GO;30985431;10489;7320233;8923908;10402843;20114679;11818418;13659997;32074;64987522;24336958;2005465;556870;2779560;719684;2190388;;1876955;;139145;96505764;;22306;37138485;;4271;40860791;;13508;;;61641;;;;;10847559;2796826;;;;
2007;Outubro;MA;5839606;472;2334989;4919505;0;6179500;2292045;3985361;8840;15064031;10635478;427277;97639;955555;153409;254615;;11610;;13305;53779462;;1926;15743869;;4093;12266618;;12294623;;;24089;;;;;3503158;1293500;;;;
2007;Outubro;MT;834480;5232;2753353;2437534;2523;325521;2022418;8059787;687407;58420222;13189162;1180376;435143;1449952;262002;2121058;;5129120;;129044;43298531;;19307;15108412;;334261;30587041;;97210;;;25562;;;;;4168969;1946024;;;;
2007;Outubro;MS;121380;5045;1336064;225452;0;82123;3939081;10469054;75112;23670948;9024704;933332;98437;1013889;350763;3015158;;1536218;;35023;29196222;;5509;10125581;;84735;14394188;;-122;;;34024;;;;;1185934;1140494;;;;
2007;Outubro;MG;32938286;13933;22740025;16268417;121114901;19924622;118133935;134268996;12627412;647564835;147374128;18039809;38366099;20119072;26683373;4345730;;32890623;;3977919;567468939;;1755652;145830089;;3461941;310207706;;38669;;;6366475;;;;;30913250;9104069;;;;
2007;Outubro;PA;4682739;60784;8970692;4637773;0;682926;3158421;7607187;4016917;33968796;18950374;1801375;516909;2572477;2596871;598430;;6612032;;3406017;52517969;;554622;16569220;;1225114;27221386;;0;;;146698;;;;;7329566;2556607;;;;
2007;Outubro;PB;1277071;656;2515061;1162493;0;884983;3782260;6177166;18282;14148312;13168347;306746;37885;964404;64000;161322;;228385;;8753;23425956;;1492;6032909;;4685;11443865;;0;;;17466;;;;;2926671;1411365;;;;
2007;Outubro;PR;89157801;46446;96504;7660084;57384631;74437420;100439347;43714945;34444983;253490736;100927341;84772778;24427315;71699956;31079297;5306381;;141960974;;38993437;425366794;;6355357;110342753;;17800575;148681542;;59804;;;411132;;;;;20891767;43150051;;;;
2007;Outubro;PE;18049003;44524;8115177;18179731;66;13741785;49897652;15395625;6579519;80865559;37345098;11455210;2039059;8119237;2837067;431294;;815348;;2696262;163720556;;494686;42028709;;2067711;52031567;;4138;;;324667;;;;;10496055;7140708;;;;
2007;Outubro;PI;14293;2594;1243229;1780306;0;28947;1259891;3681168;40904;12284103;5076627;222607;40845;322145;109042;138024;;797799;;190916;15601444;;31140;5049354;;22381;8696857;;0;;;5818;;;;;1775239;684206;;;;
2007;Outubro;RJ;106978507;4875;39231673;26106326;34995020;65364720;161797303;149962551;74611355;1202139955;480438905;288059811;458743170;61160695;26107883;1345533;;29949905;;37920095;1820983461;;6725831;384162373;;26657367;647744425;;542545102;;;2875899;;;;;221598463;2718663890;;;;
2007;Outubro;RN;1156659;-413;2829450;1347420;155;132148;2504306;6516328;-28621;22183122;12307235;586462;208577;949097;102768;145414;;186905;;68785;25521929;;11324;7152093;;86571;17484674;;109;;;4604;;;;;3249975;1385129;;;;
2007;Outubro;RS;45916994;49016;37214307;11805863;47591633;59722806;89706168;55271972;16752708;294706279;127158669;39694170;6821761;13447086;12088901;4870392;;50068465;;12509492;517016459;;2135666;131874192;;5455474;179337867;;57007022;;;7515391;;;;;23028766;7679055;;;;
2007;Outubro;RO;12756;313;1247003;5971;19644;4129;774636;2922571;1608;11128363;6050018;607221;10666;407261;12605;215224;;1145936;;4592;10781258;;679;5373469;;82742;7969853;;0;;;4491;;;;;1494996;672247;;;;
2007;Outubro;RR;157341;34;569629;0;0;0;4284;1379887;0;2804398;1960094;66254;0;55608;1060;156500;;13614;;9438;2895189;;1534;1223084;;0;1868154;;0;;;421;;;;;367460;210419;;;;
2007;Outubro;SC;80129036;15593;20515270;7986667;2522;39708330;69690740;26988711;792046;194474381;56173935;9408932;2836422;10715285;2325686;1442575;;15474678;;2445954;325685731;;409923;83268560;;351654;113304121;;0;;;5546720;;;;;16215236;6195150;;;;
2007;Outubro;SP;600189861;331704;78896841;71054058;226489931;325098736;697502118;404681323;514542114;2745139616;1159987463;734883654;326363195;188440504;473090708;12740552;;1906244544;;190153316;3282976899;;49906917;848442810;;211091394;1407977529;;5631549;;;13453102;;;;;213495016;68137628;;;;
2007;Outubro;SE;386905;228;1391882;5159264;0;208892;1659665;4734400;887923;11244548;7782086;1078042;84011;903482;466165;104233;;3086539;;698203;17083177;;114487;5119016;;229396;8402411;;-12124;;;3539;;;;;1964511;1743001;;;;
2007;Outubro;TO;6161;2275;849453;496;0;0;170669;1476117;7795;12030464;2251829;153444;3795;305165;127059;270578;;56301;;4593;11181009;;558;2726859;;4384;7234351;;0;;;4166;;;;;1485732;810880;;;;
2007;Novembro;AC;8404;13;475900;0;0;0;41723;1151747;0;2445017;4239037;116366;430;77610;124;26124;;68938;;424;4378051;;86;1925719;;2321;1328443;;0;;;26296;;;;;579255;393618;;;;
2007;Novembro;AL;26483;10738;2093530;779725;0;19595;5417410;16359734;806;8786839;8561082;805891;27880;1108791;-181961;156293;;223107;;59359;21070122;;10895;10949556;;327;5248992;;5707;;;2550;;;;;2380480;1592919;;;;
2007;Novembro;AP;11001;28;1045525;0;57850;4466;41859;1116373;0;2908603;9828251;14774;718;540352;3228;15485;;2;;138;2951309;;22;916311;;0;1560609;;0;;;9314;;;;;792594;524278;;;;
2007;Novembro;AM;30917355;296;2363604;3407764;25836;18429530;9235760;6202671;688985;69531514;36597797;4265830;4803688;3025794;2289755;49387;;116279;;157161;230368500;;114462;58289091;;193485;63673246;;0;;;170996;;;;;14207849;1792284;;;;
2007;Novembro;BA;27689310;10531;8267797;17504484;30;39947849;41656014;26223107;13893960;62133354;51069170;13853065;4403736;-2555620;2691330;638548;;2473480;;635611;214653784;;405314;58978294;;3872512;55629505;;3582048;;;224065;;;;;15084762;6814269;;;;
2007;Novembro;CE;12346069;1285;4320476;7330262;7714369;5503109;12553340;11383957;6645186;38817970;45209182;9699007;1499819;2452616;1513887;201219;;7324442;;6892602;103127575;;1129991;33524159;;1865095;28736773;;0;;;34833;;;;;8103594;3361255;;;;
2007;Novembro;DF;2259055;338;5444519;3605661;6212;1663799;5186998;26334621;207566046;153266652;1469611278;127762873;16967988;53445143;101771284;321550;;866259536;;173346090;225730853;;28042398;120984098;;2765577;130592600;;0;;;268941;;;;;161353105;12170178;;;;
2007;Novembro;ES;150539550;4030;6277561;2585138;732261;97721599;44660037;11241068;0;41625777;31365272;3950674;506920;4233822;677803;184153;;32824;;92907;222379863;;15473;51917547;;821;23500051;;25893;;;1685536;;;;;8255008;5058531;;;;
2007;Novembro;GO;19361666;10549;7502610;8178102;14122943;11167203;13764036;13879618;30724;29498216;27832152;1961813;499851;2696503;520639;1724659;;2148837;;272016;100343685;;43803;29225741;;93634;22036904;;13544;;;79936;;;;;10792591;3323051;;;;
2007;Novembro;MA;5275199;4321;2425700;4424245;0;4906978;3114657;2976501;2627;7934109;13119809;458784;119863;1325990;132797;179424;;7880;;12284;88474256;;2367;23804271;;537;7746751;;31399942;;;25601;;;;;2523561;1252629;;;;
2007;Novembro;MT;946383;1535;2836923;1773700;0;574506;2482334;8265198;4188;16663266;15854415;1400821;394590;1563024;297644;1506657;;4519395;;131697;43112907;;21558;15392500;;5752;11880211;;123862;;;62943;;;;;3740050;1604422;;;;
2007;Novembro;MS;169030;853;1443999;227695;0;209437;5065582;30696510;57632;14527575;11578617;1093763;84983;1281905;78172;2548706;;1539278;;49213;31939064;;8590;11100009;;2423;8423067;;88;;;170789;;;;;2492370;1230739;;;;
2007;Novembro;MG;29243339;16535;25336432;15130629;13131081;19584250;112016462;63368123;20217247;544696487;171676691;18671021;25739338;20389215;27516948;3758204;;34919449;;3901419;534624983;;1759589;141267048;;6225398;241239101;;8509;;;7894515;;;;;49756748;8964137;;;;
2007;Novembro;PA;2185641;479;9345812;3855869;0;701011;3146862;8857431;3677419;14966145;24561796;1265340;571092;2842061;2437526;430713;;6991106;;3482228;49103728;;566734;15976220;;1542959;12836250;;0;;;121022;;;;;5693863;3591484;;;;
2007;Novembro;PB;1270534;955;2845492;1906790;0;831515;4201908;5425650;4315;8587374;19865361;355354;21312;882230;39146;166972;;336689;;8952;23828621;;1670;6209170;;2598;6305281;;0;;;16885;;;;;2506154;1426002;;;;
2007;Novembro;PR;90879295;101821;109857;8439930;68604899;59439799;94772901;42761453;40326118;168641209;110859634;58088840;8794653;16119314;32404447;3751485;;144929593;;37365267;435203214;;5847241;112306973;;18429832;97717336;;97661;;;2840221;;;;;18765844;42141345;;;;
2007;Novembro;PE;17564132;3423;9631348;20808944;66;9520208;29306755;19598058;5647593;51298674;41953442;8702345;2716527;4756532;2669208;446062;;604154;;2728957;167492738;;420867;43208151;;1746237;32570439;;72;;;367007;;;;;10758079;6771167;;;;
2007;Novembro;PI;54127;2000;1346130;1402345;0;24859;1125855;3404965;62870;7617105;7867002;229485;8152;398706;126908;127811;;520753;;237396;17574008;;36400;6076942;;30440;5143276;;0;;;8050;;;;;1933511;1168527;;;;
2007;Novembro;RJ;107311903;11722;41638229;25061345;37575644;57868591;118026335;229950733;126332318;1101848611;515970935;125914695;120471000;61955571;23213895;1339568;;39227046;;52936047;1904509831;;9599819;442485842;;42900601;447290783;;604055271;;;2877322;;;;;91557720;730655069;;;;
2007;Novembro;RN;405248;137;3094926;1445505;4133;149240;1876853;7149930;2969;10891291;15960411;623245;148237;1107033;109043;95277;;185540;;62091;28167563;;11828;7777003;;-59069;10815731;;783;;;5284;;;;;2461940;1748490;;;;
2007;Novembro;RS;45243657;102592;40074766;16883056;42906544;56421356;149145103;80385062;16406364;180040044;160315817;34483461;4675689;22197148;11586262;4158970;;51455144;;14302993;569756882;;2389022;146899018;;4807189;99886576;;70111406;;;9808332;;;;;22479846;8025521;;;;
2007;Novembro;RO;14225;107;1259360;6404;19938;3089;606355;2769459;412;5497294;7548374;630837;37939;334568;23970;131599;;1209943;;2068;11868698;;301;5503061;;772;4223776;;0;;;3595;;;;;1368858;793899;;;;
2007;Novembro;RR;230128;22;613033;0;2347;814;5828;1232184;0;1508423;2663182;66509;0;68770;1342;39014;;14254;;65;3221079;;11;1280829;;0;940192;;0;;;546;;;;;446934;300048;;;;
2007;Novembro;SC;80960764;4775;23032838;8501121;214;39599892;88480784;22017224;968796;116386384;64611944;11443823;3424022;7801504;2427226;507135;;16492140;;2509577;341408644;;418504;88506774;;290538;64687054;;0;;;427603;;;;;10490702;6176134;;;;
2007;Novembro;SP;575257208;148110;84226908;77515317;202525063;311569651;743711925;738589544;1364909894;1866293860;1233422201;752261512;255147047;199181044;470629254;9937323;;1963922063;;236488727;3630126524;;58384161;951147024;;470597896;981930954;;25807960;;;8203062;;;;;218270753;60633921;;;;
2007;Novembro;SE;142777;194;1528807;4791376;0;270003;1789511;4160482;1169889;7209976;9186850;706386;40760;801819;405319;71217;;3384572;;723679;21013910;;138094;6274850;;296499;5422337;;1496;;;1757;;;;;1260435;1777938;;;;
2007;Novembro;TO;5886;1753;943794;1713;0;0;237518;1396791;3435;10869612;2993918;125013;1086;393848;76633;130835;;55001;;8824;11304577;;1226;2845526;;4750;5739578;;0;;;2803;;;;;1382413;457165;;;;
2007;Dezembro;AC;10315;202;432813;0;0;0;13127;442071;0;2404259;3796190;125153;3709;69770;3350;31871;;74257;;343;5451762;;46;1895876;;2042;1598416;;0;;;1675;;;;;429594;340702;;;;
2007;Dezembro;AL;242388;10569;1927124;981359;0;106958;4075038;4770041;526;5462907;15717527;848416;192765;876828;28644;232641;;234347;;26394;19164695;;3880;10225041;;655;4366445;;5729;;;1481;;;;;2562975;1616517;;;;
2007;Dezembro;AP;4183;5;1027516;0;0;3407;49123;677971;0;1799716;5668470;45894;0;627910;880;10907;;3;;122;5622158;;20;1537446;;0;1593117;;1076;;;5993;;;;;930019;580681;;;;
2007;Dezembro;AM;26337110;301;2708738;4297312;110457;12912383;14449016;3899508;63034;75491940;50408352;2743579;3993063;3921028;1968694;41680;;144725;;147891;235480379;;28077;53846131;;22723;66908356;;0;;;149562;;;;;6314765;2239471;;;;
2007;Dezembro;BA;24833119;39396;8011920;19579887;3058;29171016;172643280;15249217;5972774;58572215;93384676;17582665;7864170;9260602;3747166;682557;;4351421;;375208;229167308;;368674;65471149;;1631823;48084790;;6740582;;;254830;;;;;13031372;7596395;;;;
2007;Dezembro;CE;10035619;1592;4129688;8867941;309837;4393707;12012913;7586274;6505953;34105917;40519136;5821694;1217327;3892996;2074742;170228;;7754396;;6806930;115217780;;1116223;32303480;;1822193;27974947;;-1290;;;25601;;;;;7535315;3788913;;;;
2007;Dezembro;DF;2068129;196;5434770;4924228;8200;859746;5109845;18209886;138935982;208856950;1395258941;899302164;15883300;85927217;150346149;661402;;977237116;;163416435;293260912;;25418841;148816008;;4639636;134862722;;0;;;49778;;;;;224718112;13466169;;;;
2007;Dezembro;ES;119280037;7134;5835929;3094465;3311369;86600718;41804597;8423766;0;37681106;33839440;37199489;4303882;6303488;552303;311872;;32667;;99368;217179603;;14899;48865168;;6;23050469;;15813;;;393962;;;;;6529515;7407278;;;;
2007;Dezembro;GO;24437014;7092;7386303;10534049;14726682;18139106;17629277;10242902;51802;32724481;31584361;9492570;1031375;3503807;447579;1508696;;2505721;;214404;110306669;;34166;31933704;;6307;22726155;;13662;;;63691;;;;;8894850;3965177;;;;
2007;Dezembro;MA;3847818;468;2328901;5343897;0;1833540;2954510;2039933;2093;9190149;13904231;435478;85540;1379192;64516;158377;;18602;;12514;57995451;;2238;14446491;;-9133;9489341;;12529391;;;23373;;;;;2165559;1437179;;;;
2007;Dezembro;MT;823869;1188;3067920;3896038;0;524883;2292205;3759359;16062;17453488;18814457;1485642;378052;1925884;341122;1485664;;5573419;;125003;42289528;;21614;15732910;;3295;11910821;;138385;;;18520;;;;;4137904;1899868;;;;
2007;Dezembro;MS;685438;2324;1501880;313134;0;144486;4669418;5831066;1440;11272016;15793744;1256542;50792;1250492;61418;2184417;;1701863;;39066;31069487;;5647;10796837;;3683;7353579;;113;;;41229;;;;;2380642;1668643;;;;
2007;Dezembro;MG;25421832;15365;24074878;17072335;139769597;18302497;115271859;42239423;10733485;371113255;262579406;54103971;81928122;39524632;30196163;2270636;;37427511;;4130296;567341162;;1515992;154072828;;2918894;180684115;;65808;;;6878220;;;;;31308774;10123085;;;;
